Ay,Dolar,Euro,Altın,Petrol,Beton,Demir,Fiyat,Son Güncelleme Tarihi,Konut Tipi,Mahalle, Net M2,Oda , Salon Sayısı,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Eşya Durumu,Banyo Sayısı,Cephe,Kira Getirisi,Kullanım Durumu,Aidat,Yakıt Tipi
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.040.000 TL,2023-11-08,Residence,Ata,120.0,2.0,1.0,5. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Güney, Batı",25.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.100.000 TL,2023-12-25,Köy Evi,Musluca,230.0,2.0,1.0,5. Kat,20 Yaşında,Soba,Eşyalı,1,,,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.000.000 TL,2023-12-25,Daire,Zafer,60.0,1.0,1.0,Bahçe Katı,30 Yaşında,Merkezi,Eşyalı,1,"Güney, Doğu",8.000 TL,Kiracılı,400 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.600.000 TL,2023-12-14,Daire,Orta,130.0,2.0,1.0,En Üst Kat,7 Yaşında,Kombi,Eşyalı,2,Güney,10.000 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-12-21,Daire,Cumhuriyet,120.0,3.0,1.0,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu",12.000 TL,Boş,50 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.250.000 TL,2023-12-20,Daire,Fatih,125.0,3.0,1.0,En Üst Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.125.000 TL,2023-12-20,Daire,Kurtuluş,120.0,3.0,1.0,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Belirtilmemiş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.110.000 TL,2023-11-24,Daire,Orta,45.0,1.0,1.0,4. Kat,8 Yaşında,Kombi,Eşyalı Değil,1,Batı,7.000 TL,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.100.000 TL,2023-12-26,Daire,Adnan Menderes,90.0,2.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.350.000 TL,2023-12-25,Daire,Cumhuriyet,125.0,3.0,1.0,1. Kat,18 Yaşında,Klima,Eşyalı Değil,1,"Doğu, Batı",10.000 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,12.000.000 TL,2023-12-24,Bina,Fatih,120.0,3.0,1.0,1. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",10.000 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.600.000 TL,2023-12-23,Daire,Yedi Eylül,145.0,3.0,1.0,2. Kat,21 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.300.000 TL,2023-12-25,Daire,Efeler,270.0,5.0,1.0,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,3,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.950.000 TL,2023-12-25,Daire,Girne,220.0,5.0,1.0,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,3,"Kuzey, Güney",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-12-21,Daire,Kurtuluş,145.0,3.0,1.0,2. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu",5.000 TL,Kiracılı,120 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.400.000 TL,2023-12-12,Bina,Köprülü - Veysipaşa,80.0,3.0,2.0,2. Kat,29 Yaşında,Soba,Eşyalı Değil,3,"Kuzey, Güney, Doğu, Batı",50.000 TL,Boş,10 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.000.000 TL,2023-10-02,Residence,Adnan Menderes,187.0,4.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",10.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,800.000 TL,2023-12-22,Daire,Cumhuriyet,70.0,2.0,0.0,Bodrum,35 Yaşında,Klima,Eşyalı,1,"Kuzey, Güney, Doğu, Batı",,Kiracılı,50 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.875.000 TL,2023-12-09,Daire,Güzelhisar,120.0,3.0,1.0,4. Kat,35 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.650.000 TL,2023-12-26,Daire,Cumhuriyet,135.0,3.0,1.0,4. Kat,21 Yaşında,Kombi,Eşyalı,2,,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-21,Daire,Hasanefendi - Ramazan Paşa,130.0,3.0,1.0,1. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650.000 TL,2023-12-19,Daire,Efeler,65.0,2.0,0.0,5. Kat,4 Yaşında,Kombi,Eşyalı,1,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-12-22,Daire,Kurtuluş,110.0,3.0,1.0,1. Kat,10 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.750.000 TL,2023-12-25,Daire,Efeler,110.0,3.0,1.0,1. Kat,18 Yaşında,Klima,Eşyalı Değil,1,"Kuzey, Güney, Doğu",8.000 TL,Kiracılı,75 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.500.000 TL,2023-12-22,Daire,Girne,170.0,5.0,1.0,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,2,,,Boş,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.500.000 TL,2023-12-21,Villa,Yılmazköy,210.0,5.0,1.0,4. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,2,"Kuzey, Güney, Doğu",,Boş,,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.300.000 TL,2023-12-21,Daire,Kurtuluş,170.0,3.0,1.0,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu",12.000 TL,Mülk Sahibi,80 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.500.000 TL,2023-12-07,Daire,Adnan Menderes,200.0,4.0,1.0,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",30.000 TL,Mülk Sahibi,750 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.300.000 TL,2023-10-30,Loft Daire,Cumhuriyet,165.0,3.0,1.0,5. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,2,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.330.000 TL,2023-12-25,Daire,Orta,45.0,1.0,1.0,2. Kat,3 Yaşında,Kombi,Eşyalı,1,"Kuzey, Batı",10.000 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.100.000 TL,2023-12-18,Daire,Ata,105.0,2.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",,Boş,1 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.400.000 TL,2023-12-25,Müstakil Ev,Kemer,120.0,2.0,1.0,Ara Kat,30 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.750.000 TL,2023-12-21,Daire,Mimar Sinan,275.0,5.0,1.0,En Üst Kat,10 Yaşında,Yerden Isıtma,Eşyalı Değil,4,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.900.000 TL,2023-12-23,Müstakil Ev,Kemer,200.0,4.0,1.0,En Üst Kat,20 Yaşında,Doğalgaz Sobası,Eşyalı Değil,2,"Kuzey, Güney",15 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.600.000 TL,2023-12-22,Daire,Güzelhisar,150.0,3.0,1.0,1. Kat,13 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",14.000 TL,Boş,250 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.200.000 TL,2023-12-24,Daire,Cumhuriyet,110.0,2.0,1.0,Giriş Katı,16 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",18.000 TL,Kiracılı,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.200.000 TL,2023-12-21,Daire,Ata,85.0,2.0,1.0,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-16,Daire,Güzelhisar,80.0,2.0,1.0,7. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,8.250.000 TL,2023-12-10,Residence,Zeybek,146.0,3.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,,,Boş,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-22,Daire,Adnan Menderes,100.0,2.0,1.0,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,,,Belirtilmemiş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650.000 TL,2023-12-25,Daire,Girne,38.0,1.0,1.0,1. Kat,2 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",15.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.280.000 TL,2023-12-23,Daire,Ata,75.0,2.0,1.0,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-05,Daire,Cumhuriyet,100.0,3.0,1.0,Zemin,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Güney",15.000 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650.000 TL,2023-12-12,Daire,Orta,80.0,2.0,1.0,Ara Kat,8 Yaşında,Kombi,Eşyalı,1,"Güney, Batı",10.000 TL,Boş,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-07,Daire,Ata,120.0,2.0,1.0,1. Kat,2 Yaşında,Yerden Isıtma,Eşyalı,1,,,Boş,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-22,Daire,Girne,120.0,3.0,1.0,1. Kat,12 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.650.000 TL,2023-12-25,Daire,Zafer,62.0,2.0,1.0,2. Kat,7 Yaşında,Merkezi,Eşyalı Değil,1,"Kuzey, Güney",4.250 TL,Kiracılı,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.400.000 TL,2023-10-12,Daire,Orta,55.0,1.0,1.0,Ara Kat,6 Yaşında,Kombi,Eşyalı Değil,1,Güney,8.000 TL,Kiracılı,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.780.000 TL,2023-12-24,Daire,Köprülü - Veysipaşa,125.0,3.0,1.0,Ara Kat,22 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",8.000 TL,Mülk Sahibi,50 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.200.000 TL,2023-12-23,Daire,Zeybek,125.0,3.0,1.0,Ara Kat,12 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Batı",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-21,Daire,Ata,90.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Güney, Batı",12.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-12-20,Daire,Meşrutiyet,130.0,3.0,1.0,1. Kat,15 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.000.000 TL,2023-12-25,Daire,Fatih,135.0,3.0,1.0,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",10.000 TL,Boş,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.450.000 TL,2023-10-09,Daire,Adnan Menderes,160.0,3.0,1.0,3. Kat,10 Yaşında,Kombi,Eşyalı Değil,2,Kuzey,12.000 TL,Mülk Sahibi,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.700.000 TL,2023-10-11,Daire,Meşrutiyet,135.0,3.0,1.0,1. Kat,16 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",6.000 TL,Kiracılı,80 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.300.000 TL,2023-11-22,Daire,Zafer,50.0,1.0,1.0,4. Kat,5 Yaşında,Kombi,Eşyalı,1,"Kuzey, Güney",4.000 TL,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.850.000 TL,2023-11-02,Daire,Girne,130.0,3.0,1.0,En Üst Kat,15 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.000.000 TL,2023-12-25,Daire,Girne,110.0,3.0,1.0,2. Kat,5 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",9.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.600.000 TL,2023-12-22,Daire,Yedi Eylül,135.0,4.0,1.0,2. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.300.000 TL,2023-12-07,Daire,Zafer,55.0,1.0,1.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.800.000 TL,2023-12-25,Daire,Girne,200.0,5.0,1.0,3. Kat,9 Yaşında,Kombi,Eşyalı Değil,2,"Doğu, Batı",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,6.750.000 TL,2023-12-05,Daire,Efeler,240.0,5.0,1.0,En Üst Kat,5 Yaşında,Kombi,Eşyalı Değil,3,"Kuzey, Güney, Batı",,Mülk Sahibi,200 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.400.000 TL,2023-12-19,Daire,Meşrutiyet,105.0,2.0,1.0,4. Kat,10 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",7.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.800.000 TL,2023-12-01,Daire,Girne,240.0,5.0,1.0,4. Kat,5 Yaşında,Kombi,Eşyalı Değil,3,"Doğu, Batı",15.000 TL,Belirtilmemiş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.800.000 TL,2023-12-26,Müstakil Ev,Kemer,140.0,3.0,1.0,4. Kat,30 Yaşında,Kat Kaloriferi,Eşyalı Değil,1,"Kuzey, Güney",,Mülk Sahibi,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.750.000 TL,2023-12-20,Residence,Adnan Menderes,220.0,4.0,1.0,7. Kat,9 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Güney, Batı",,Kiracılı,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-25,Daire,Güzelhisar,125.0,3.0,1.0,4. Kat,9 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",6.000 TL,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.400.000 TL,2023-12-07,Daire,Zafer,75.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı,1,Kuzey,12.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-10-23,Daire,Adnan Menderes,130.0,3.0,1.0,7. Kat,5 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",,Kiracılı,200 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.680.000 TL,2023-12-12,Daire,Orta,80.0,2.0,1.0,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",8.000 TL,Boş,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.975.000 TL,2023-12-21,Daire,Fatih,80.0,2.0,1.0,2. Kat,6 Yaşında,Kombi,Eşyalı Değil,1,Doğu,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.575.000 TL,2023-12-24,Daire,Meşrutiyet,85.0,2.0,1.0,1. Kat,20 Yaşında,Klima,Eşyalı Değil,1,"Doğu, Batı",7.000 TL,Kiracılı,40 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.500.000 TL,2023-12-19,Residence,Ata,150.0,3.0,1.0,3. Kat,4 Yaşında,Yerden Isıtma,Eşyalı Değil,2,Güney,,Mülk Sahibi,600 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.950.000 TL,2023-12-14,Daire,Fatih,136.0,3.0,1.0,4. Kat,12 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.500.000 TL,2023-12-11,Daire,Efeler,170.0,3.0,1.0,4. Kat,7 Yaşında,Merkezi,Eşyalı Değil,2,"Kuzey, Doğu",20.000 TL,Boş,,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.800.000 TL,2023-12-07,Daire,Efeler,110.0,3.0,1.0,1. Kat,12 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.900.000 TL,2023-11-29,Daire,Cuma,90.0,2.0,1.0,2. Kat,4 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",,Kiracılı,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.575.000 TL,2023-11-27,Residence,Orta,55.0,1.0,1.0,2. Kat,4 Yaşında,Merkezi,Eşyalı,1,Doğu,10.000 TL,Mülk Sahibi,500 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,5.145.000 TL,2023-11-30,Daire,Adnan Menderes,180.0,4.0,1.0,2. Kat,15 Yaşında,Kombi,Eşyalı Değil,2,Batı,20.000 TL,Mülk Sahibi,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.395.000 TL,2023-12-12,Daire,Mimar Sinan,150.0,3.0,1.0,Ara Kat,10 Yaşında,Merkezi (Pay Ölçer),Eşyalı Değil,2,"Kuzey, Batı",10.000 TL,Kiracılı,450 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.000.000 TL,2023-11-20,Daire,Yedi Eylül,140.0,4.0,1.0,3. Kat,1 Yaşında,Kombi,Eşyalı Değil,2,"Doğu, Batı",7.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.450.000 TL,2023-09-30,Daire,Meşrutiyet,50.0,1.0,1.0,Ara Kat,5 Yaşında,Merkezi,Eşyalı Değil,1,Güney,6.000 TL,Boş,175 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.450.000 TL,2023-12-07,Daire,Zafer,90.0,2.0,1.0,Giriş Katı,25 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney",8.000 TL,Kiracılı,100 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.750.000 TL,2023-12-21,Müstakil Ev,Kemer,210.0,3.0,2.0,Giriş Katı,27 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Güney",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.700.000 TL,2023-12-25,Daire,Adnan Menderes,110.0,3.0,1.0,1. Kat,17 Yaşında,Kombi,Eşyalı Değil,1,"Güney, Doğu",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.150.000 TL,2023-11-07,Daire,Çeştepe,130.0,3.0,1.0,3. Kat,4 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",7.500 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.550.000 TL,2023-12-12,Daire,Yedi Eylül,150.0,3.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",10.000 TL,Boş,300 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,7.000.000 TL,2023-10-21,Bina,Girne,100.0,3.0,1.0,Ara Kat,20 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu, Batı",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.250.000 TL,2023-11-27,Daire,Kurtuluş,145.0,3.0,1.0,Ara Kat,3 Yaşında,Yerden Isıtma,Eşyalı Değil,1,"Kuzey, Doğu",15.000 TL,Mülk Sahibi,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,20.000.000 TL,2023-12-18,Villa,Serçeköy,200.0,5.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,4,,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.650.000 TL,2023-12-23,Daire,Cumhuriyet,140.0,3.0,1.0,1. Kat,12 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Doğu",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,3.800.000 TL,2023-12-09,Daire,Yedi Eylül,150.0,4.0,1.0,1. Kat,18 Yaşında,Belirtilmemiş,Eşyalı Değil,1,"Kuzey, Batı",,,,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-12-07,Daire,Orta,75.0,2.0,0.0,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Kuzey,12.000 TL,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.850.000 TL,2023-12-26,Daire,Cumhuriyet,105.0,2.0,1.0,3. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,,,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-18,Daire,Cumhuriyet,125.0,3.0,1.0,3. Kat,30 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",12.000 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.100.000 TL,2023-12-18,Daire,Yedi Eylül,115.0,3.0,1.0,3. Kat,22 Yaşında,Kombi,Eşyalı Değil,1,,,Boş,250 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.900.000 TL,2023-12-20,Daire,Efeler,90.0,2.0,1.0,1. Kat,8 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Doğu",10.000 TL,Kiracılı,150 TL,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.750.000 TL,2023-12-18,Daire,Fatih,75.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Doğu",,Boş,450 TL,
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.050.000 TL,2023-11-29,Daire,Cumhuriyet,145.0,3.0,1.0,5. Kat,25 Yaşında,Kombi,Eşyalı Değil,1,"Doğu, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.800.000 TL,2023-12-18,Daire,Kurtuluş,140.0,3.0,1.0,1. Kat,20 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Güney, Batı",8.500 TL,Belirtilmemiş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.500.000 TL,2023-11-27,Daire,Efeler,85.0,2.0,1.0,1. Kat,4 Yaşında,Kombi,Eşyalı Değil,1,"Kuzey, Batı",,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.550.000 TL,2023-12-12,Daire,Zafer,95.0,2.0,1.0,3. Kat,28 Yaşında,Soba,Eşyalı Değil,1,"Kuzey, Güney, Doğu, Batı",5.000 TL,Boş,50 TL,Kömür-Odun
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,2.250.000 TL,2023-12-11,Daire,Zafer,70.0,2.0,1.0,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,1,Güney,,Boş,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,12.250.000 TL,2023-12-06,Daire,Umurlu,324.0,3.0,1.0,Ara Kat,Sıfır Bina,Kombi,Eşyalı Değil,2,"Kuzey, Güney, Doğu, Batı",,Mülk Sahibi,,Doğalgaz
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,1.600.000 TL,2023-12-13,Daire,Hasanefendi - Ramazan Paşa,115.0,3.0,1.0,Ara Kat,25 Yaşında,Klima,Eşyalı Değil,1,"Kuzey, Güney",9.000 TL,Boş,50 TL,Elektrik
1,29.3957,32.7061,1966.77,80.19,1900,21939.81,4.600.000 TL,2023-11-16,Daire,Girne,145.0,3.0,1.0,10. Kat,11 Yaşında,Kombi,Eşyalı Değil,2,"Kuzey, Doğu, Batı",,Kiracılı,400 TL,
